wav,txt
fechas1/train/fechas1_005775.wav,en tres días (+3)
fechas1/train/fechas1_005776.wav,en un par de días (+2)
fechas1/train/fechas1_005777.wav,el miércoles (3)
fechas1/train/fechas1_005778.wav,pasado mañana (+2)
fechas1/train/fechas1_005779.wav,el siguiente viernes (5)
fechas1/train/fechas1_005780.wav,el próximo miércoles (3)
fechas1/train/fechas1_005781.wav,el siguiente viernes (5)
fechas1/train/fechas1_005782.wav,el siguiente viernes (5)
fechas1/train/fechas1_005783.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_005784.wav,este miércoles (3)
fechas1/train/fechas1_005785.wav,el martes (2) siguiente
fechas1/train/fechas1_005786.wav,en tres días (+3)
fechas1/train/fechas1_005787.wav,por favor el miércoles (3) que viene
fechas1/train/fechas1_005788.wav,en un par de días (+2)
fechas1/train/fechas1_005789.wav,el siguiente miércoles (3)
fechas1/train/fechas1_005790.wav,el jueves (4)
fechas1/train/fechas1_005791.wav,en tres días (+3)
fechas1/train/fechas1_005792.wav,el próximo jueves (4)
fechas1/train/fechas1_005793.wav,por favor el martes (2) siguiente
fechas1/train/fechas1_005794.wav,en tres días (+3)
fechas1/train/fechas1_005795.wav,por favor en tres días (+3)
fechas1/train/fechas1_005796.wav,el próximo martes (2)
fechas1/train/fechas1_005797.wav,este jueves (4)
fechas1/train/fechas1_005798.wav,este martes (2) siguiente
fechas1/train/fechas1_005799.wav,mañana (+1)
fechas1/train/fechas1_005800.wav,el próximo martes (2)
fechas1/train/fechas1_005801.wav,por favor el próximo viernes (5)
fechas1/train/fechas1_005802.wav,el viernes (5) que viene
fechas1/train/fechas1_005803.wav,en tres días (+3)
fechas1/train/fechas1_005804.wav,el jueves (4) que viene por favor
fechas1/train/fechas1_005805.wav,el viernes (5) siguiente
fechas1/train/fechas1_005806.wav,el próximo miércoles (3) por favor
fechas1/train/fechas1_005807.wav,este viernes (5)
fechas1/train/fechas1_005808.wav,este viernes (5) que viene
fechas1/train/fechas1_005809.wav,el próximo lunes (1)
fechas1/train/fechas1_005810.wav,en tres días (+3) gracias
fechas1/train/fechas1_005811.wav,mañana (+1)
fechas1/train/fechas1_005812.wav,en tres días (+3)
fechas1/train/fechas1_005813.wav,por favor el próximo miércoles (3)
fechas1/train/fechas1_005814.wav,este martes (2) siguiente
fechas1/train/fechas1_005815.wav,el jueves (4)
fechas1/train/fechas1_005816.wav,por favor el jueves (4) próximo
fechas1/train/fechas1_005817.wav,este viernes (5)
fechas1/train/fechas1_005818.wav,en tres días (+3)
fechas1/train/fechas1_005819.wav,este lunes (1) próximo por favor
fechas1/train/fechas1_005820.wav,este martes (2)
fechas1/train/fechas1_005821.wav,por favor el siguiente miércoles (3)
fechas1/train/fechas1_005822.wav,el próximo jueves (4)
fechas1/train/fechas1_005823.wav,en un par de días (+2)
fechas1/train/fechas1_005824.wav,mañana (+1) por favor
fechas1/train/fechas1_005825.wav,en tres días (+3)
fechas1/train/fechas1_005826.wav,este martes (2) gracias
fechas1/train/fechas1_005827.wav,el próximo jueves (4)
fechas1/train/fechas1_005828.wav,el viernes (5) siguiente por favor
fechas1/train/fechas1_005829.wav,el miércoles (3) siguiente
fechas1/train/fechas1_005830.wav,el siguiente lunes (1)
fechas1/train/fechas1_005831.wav,en tres días (+3)
fechas1/train/fechas1_005832.wav,el próximo martes (2)
fechas1/train/fechas1_005833.wav,por favor en un par de días (+2)
fechas1/train/fechas1_005834.wav,el próximo viernes (5)
fechas1/train/fechas1_005835.wav,el siguiente miércoles (3) gracias
fechas1/train/fechas1_005836.wav,el siguiente lunes (1)
fechas1/train/fechas1_005837.wav,por favor el próximo viernes (5)
fechas1/train/fechas1_005838.wav,mañana (+1)
fechas1/train/fechas1_005839.wav,mañana (+1)
fechas1/train/fechas1_005840.wav,pasado mañana (+2)
fechas1/train/fechas1_005841.wav,mañana (+1)
fechas1/train/fechas1_005842.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_005843.wav,el miércoles (3)
fechas1/train/fechas1_005844.wav,el jueves (4)
fechas1/train/fechas1_005845.wav,el próximo viernes (5)
fechas1/train/fechas1_005846.wav,en un par de días (+2) gracias
fechas1/train/fechas1_005847.wav,mañana (+1)
fechas1/train/fechas1_005848.wav,el martes (2)
fechas1/train/fechas1_005849.wav,este martes (2) próximo
fechas1/train/fechas1_005850.wav,el jueves (4) próximo
fechas1/train/fechas1_005851.wav,en tres días (+3)
fechas1/train/fechas1_005852.wav,el lunes (1) siguiente
fechas1/train/fechas1_005853.wav,este jueves (4) por favor
fechas1/train/fechas1_005854.wav,pasado mañana (+2)
fechas1/train/fechas1_005855.wav,el lunes (1)
fechas1/train/fechas1_005856.wav,el próximo lunes (1) gracias
fechas1/train/fechas1_005857.wav,el miércoles (3)
fechas1/train/fechas1_005858.wav,el lunes (1) que viene
fechas1/train/fechas1_005859.wav,por favor en tres días (+3)
fechas1/train/fechas1_005860.wav,este lunes (1)
fechas1/train/fechas1_005861.wav,el siguiente jueves (4)
fechas1/train/fechas1_005862.wav,en tres días (+3) por favor
fechas1/train/fechas1_005863.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_005864.wav,por favor en un par de días (+2)
fechas1/train/fechas1_005865.wav,pasado mañana (+2)
fechas1/train/fechas1_005866.wav,el miércoles (3) gracias
fechas1/train/fechas1_005867.wav,este lunes (1) siguiente por favor
fechas1/train/fechas1_005868.wav,en tres días (+3) gracias
fechas1/train/fechas1_005869.wav,en tres días (+3)
fechas1/train/fechas1_005870.wav,por favor este jueves (4) siguiente
fechas1/train/fechas1_005871.wav,este miércoles (3) que viene
fechas1/train/fechas1_005872.wav,el próximo jueves (4)
fechas1/train/fechas1_005873.wav,el miércoles (3) que viene
fechas1/train/fechas1_005874.wav,este lunes (1) por favor
fechas1/train/fechas1_005875.wav,en un par de días (+2) por favor
fechas1/train/fechas1_005876.wav,este lunes (1)
fechas1/train/fechas1_005877.wav,el próximo martes (2)
fechas1/train/fechas1_005878.wav,este lunes (1) que viene
fechas1/train/fechas1_005879.wav,el viernes (5)
fechas1/train/fechas1_005880.wav,en tres días (+3)
fechas1/train/fechas1_005881.wav,en tres días (+3) por favor
fechas1/train/fechas1_005882.wav,pasado mañana (+2)
fechas1/train/fechas1_005883.wav,este viernes (5) próximo gracias
fechas1/train/fechas1_005884.wav,mañana (+1)
fechas1/train/fechas1_005885.wav,el siguiente jueves (4)
fechas1/train/fechas1_005886.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_005887.wav,en tres días (+3)
fechas1/train/fechas1_005888.wav,en tres días (+3) por favor
fechas1/train/fechas1_005889.wav,mañana (+1)
fechas1/train/fechas1_005890.wav,por favor mañana (+1)
fechas1/train/fechas1_005891.wav,el siguiente lunes (1)
fechas1/train/fechas1_005892.wav,el próximo miércoles (3)
fechas1/train/fechas1_005893.wav,este martes (2) que viene
fechas1/train/fechas1_005894.wav,en tres días (+3)
fechas1/train/fechas1_005895.wav,el siguiente lunes (1)
fechas1/train/fechas1_005896.wav,en un par de días (+2)
fechas1/train/fechas1_005897.wav,en un par de días (+2)
fechas1/train/fechas1_005898.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_005899.wav,por favor el próximo miércoles (3)
fechas1/train/fechas1_005900.wav,el próximo viernes (5)
fechas1/train/fechas1_005901.wav,este viernes (5) siguiente
fechas1/train/fechas1_005902.wav,el lunes (1) próximo
fechas1/train/fechas1_005903.wav,el jueves (4)
fechas1/train/fechas1_005904.wav,pasado mañana (+2)
fechas1/train/fechas1_005905.wav,por favor el jueves (4) que viene
fechas1/train/fechas1_005906.wav,este martes (2)
fechas1/train/fechas1_005907.wav,el próximo miércoles (3)
fechas1/train/fechas1_005908.wav,el martes (2)
fechas1/train/fechas1_005909.wav,por favor el siguiente miércoles (3)
fechas1/train/fechas1_005910.wav,en un par de días (+2)
fechas1/train/fechas1_005911.wav,este miércoles (3)
fechas1/train/fechas1_005912.wav,este viernes (5) próximo
fechas1/train/fechas1_005913.wav,este viernes (5) por favor
fechas1/train/fechas1_005914.wav,el martes (2) que viene gracias
fechas1/train/fechas1_005915.wav,el martes (2) que viene
fechas1/train/fechas1_005916.wav,este viernes (5) gracias
fechas1/train/fechas1_005917.wav,el siguiente jueves (4)
fechas1/train/fechas1_005918.wav,el jueves (4) próximo
fechas1/train/fechas1_005919.wav,el próximo jueves (4)
fechas1/train/fechas1_005920.wav,este lunes (1) siguiente
fechas1/train/fechas1_005921.wav,el siguiente viernes (5)
fechas1/train/fechas1_005922.wav,por favor en tres días (+3)
fechas1/train/fechas1_005923.wav,el próximo jueves (4) por favor
fechas1/train/fechas1_005924.wav,en tres días (+3)
fechas1/train/fechas1_005925.wav,el martes (2) siguiente
fechas1/train/fechas1_005926.wav,el próximo miércoles (3)
fechas1/train/fechas1_005927.wav,el lunes (1) próximo gracias
fechas1/train/fechas1_005928.wav,el miércoles (3) siguiente
fechas1/train/fechas1_005929.wav,el viernes (5) siguiente
fechas1/train/fechas1_005930.wav,el jueves (4) siguiente
fechas1/train/fechas1_005931.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_005932.wav,el miércoles (3)
fechas1/train/fechas1_005933.wav,en tres días (+3)
fechas1/train/fechas1_005934.wav,por favor en un par de días (+2)
fechas1/train/fechas1_005935.wav,por favor el lunes (1) que viene
fechas1/train/fechas1_005936.wav,este miércoles (3) que viene gracias
fechas1/train/fechas1_005937.wav,por favor este jueves (4) siguiente
fechas1/train/fechas1_005938.wav,en un par de días (+2)
fechas1/train/fechas1_005939.wav,el martes (2) gracias
fechas1/train/fechas1_005940.wav,el siguiente martes (2)
fechas1/train/fechas1_005941.wav,el próximo lunes (1)
fechas1/train/fechas1_005942.wav,este miércoles (3) siguiente gracias
fechas1/train/fechas1_005943.wav,el viernes (5) que viene
fechas1/train/fechas1_005944.wav,el próximo viernes (5) gracias
fechas1/train/fechas1_005945.wav,el miércoles (3)
fechas1/train/fechas1_005946.wav,mañana (+1)
fechas1/train/fechas1_005947.wav,en un par de días (+2) por favor
fechas1/train/fechas1_005948.wav,mañana (+1)
fechas1/train/fechas1_005949.wav,el miércoles (3) que viene
fechas1/train/fechas1_005950.wav,este lunes (1) gracias
fechas1/train/fechas1_005951.wav,el siguiente miércoles (3) gracias
fechas1/train/fechas1_005952.wav,por favor este jueves (4) que viene
fechas1/train/fechas1_005953.wav,este miércoles (3) por favor
fechas1/train/fechas1_005954.wav,el próximo viernes (5) gracias
fechas1/train/fechas1_005955.wav,el lunes (1) próximo
fechas1/train/fechas1_005956.wav,el viernes (5)
fechas1/train/fechas1_005957.wav,este martes (2) siguiente
fechas1/train/fechas1_005958.wav,el siguiente miércoles (3)
fechas1/train/fechas1_005959.wav,este martes (2) siguiente
fechas1/train/fechas1_005960.wav,el lunes (1)
fechas1/train/fechas1_005961.wav,el jueves (4) que viene gracias
fechas1/train/fechas1_005962.wav,el viernes (5) siguiente por favor
fechas1/train/fechas1_005963.wav,el siguiente viernes (5)
fechas1/train/fechas1_005964.wav,en tres días (+3) por favor
fechas1/train/fechas1_005965.wav,el siguiente miércoles (3)
fechas1/train/fechas1_005966.wav,el próximo martes (2)
fechas1/train/fechas1_005967.wav,en un par de días (+2) gracias
fechas1/train/fechas1_005968.wav,este miércoles (3) siguiente
fechas1/train/fechas1_005969.wav,este jueves (4) próximo por favor
fechas1/train/fechas1_005970.wav,este viernes (5) gracias
fechas1/train/fechas1_005971.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_005972.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_005973.wav,este miércoles (3) que viene por favor
fechas1/train/fechas1_005974.wav,en tres días (+3) por favor
fechas1/train/fechas1_005975.wav,en tres días (+3)
fechas1/train/fechas1_005976.wav,por favor en tres días (+3)
fechas1/train/fechas1_005977.wav,mañana (+1) gracias
fechas1/train/fechas1_005978.wav,el martes (2)
fechas1/train/fechas1_005979.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_005980.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_005981.wav,este viernes (5) gracias
fechas1/train/fechas1_005982.wav,este miércoles (3) que viene gracias
fechas1/train/fechas1_005983.wav,el próximo lunes (1)
fechas1/train/fechas1_005984.wav,el lunes (1) siguiente
fechas1/train/fechas1_005985.wav,el miércoles (3) siguiente
fechas1/train/fechas1_005986.wav,este martes (2) siguiente
fechas1/train/fechas1_005987.wav,el viernes (5) siguiente
fechas1/train/fechas1_005988.wav,el siguiente miércoles (3)
fechas1/train/fechas1_005989.wav,por favor este viernes (5)
fechas1/train/fechas1_005990.wav,pasado mañana (+2)
fechas1/train/fechas1_005991.wav,en un par de días (+2)
fechas1/train/fechas1_005992.wav,por favor el jueves (4) próximo
fechas1/train/fechas1_005993.wav,en un par de días (+2)
fechas1/train/fechas1_005994.wav,este viernes (5) por favor
fechas1/train/fechas1_005995.wav,el próximo martes (2) gracias
fechas1/train/fechas1_005996.wav,el siguiente viernes (5)
fechas1/train/fechas1_005997.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_005998.wav,este viernes (5) próximo gracias
fechas1/train/fechas1_005999.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_006000.wav,este miércoles (3) próximo
fechas1/train/fechas1_006001.wav,el próximo jueves (4)
fechas1/train/fechas1_006002.wav,en un par de días (+2)
fechas1/train/fechas1_006003.wav,este miércoles (3) gracias
fechas1/train/fechas1_006004.wav,el jueves (4) siguiente gracias
fechas1/train/fechas1_006005.wav,por favor el lunes (1) siguiente
fechas1/train/fechas1_006006.wav,el próximo lunes (1) gracias
fechas1/train/fechas1_006007.wav,el viernes (5)
fechas1/train/fechas1_006008.wav,en tres días (+3)
fechas1/train/fechas1_006009.wav,por favor mañana (+1)
fechas1/train/fechas1_006010.wav,en tres días (+3)
fechas1/train/fechas1_006011.wav,este miércoles (3) próximo
fechas1/train/fechas1_006012.wav,el siguiente viernes (5)
fechas1/train/fechas1_006013.wav,el martes (2)
fechas1/train/fechas1_006014.wav,por favor en tres días (+3)
fechas1/train/fechas1_006015.wav,este miércoles (3) que viene
fechas1/train/fechas1_006016.wav,en tres días (+3)
fechas1/train/fechas1_006017.wav,este miércoles (3) próximo
fechas1/train/fechas1_006018.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_006019.wav,este martes (2) siguiente gracias
fechas1/train/fechas1_006020.wav,este viernes (5) próximo
fechas1/train/fechas1_006021.wav,en tres días (+3)
fechas1/train/fechas1_006022.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_006023.wav,pasado mañana (+2)
fechas1/train/fechas1_006024.wav,mañana (+1)
fechas1/train/fechas1_006025.wav,este martes (2) que viene
fechas1/train/fechas1_006026.wav,el miércoles (3) por favor
fechas1/train/fechas1_006027.wav,pasado mañana (+2)
fechas1/train/fechas1_006028.wav,el lunes (1) próximo
fechas1/train/fechas1_006029.wav,el siguiente lunes (1)
fechas1/train/fechas1_006030.wav,en un par de días (+2)
fechas1/train/fechas1_006031.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_006032.wav,por favor el siguiente jueves (4)
fechas1/train/fechas1_006033.wav,este martes (2)
fechas1/train/fechas1_006034.wav,este jueves (4)
fechas1/train/fechas1_006035.wav,el jueves (4)
fechas1/train/fechas1_006036.wav,por favor el viernes (5) que viene
fechas1/train/fechas1_006037.wav,por favor el miércoles (3)
fechas1/train/fechas1_006038.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_006039.wav,el jueves (4) que viene
fechas1/train/fechas1_006040.wav,este viernes (5)
fechas1/train/fechas1_006041.wav,el miércoles (3)
fechas1/train/fechas1_006042.wav,por favor este jueves (4) que viene
fechas1/train/fechas1_006043.wav,el viernes (5) que viene
fechas1/train/fechas1_006044.wav,el lunes (1) próximo gracias
fechas1/train/fechas1_006045.wav,este martes (2) que viene gracias
fechas1/train/fechas1_006046.wav,el siguiente miércoles (3)
fechas1/train/fechas1_006047.wav,el viernes (5) gracias
fechas1/train/fechas1_006048.wav,por favor en un par de días (+2)
fechas1/train/fechas1_006049.wav,el próximo viernes (5)
fechas1/train/fechas1_006050.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_006051.wav,el viernes (5) que viene por favor
fechas1/train/fechas1_006052.wav,en un par de días (+2)
fechas1/train/fechas1_006053.wav,en un par de días (+2)
fechas1/train/fechas1_006054.wav,este martes (2) siguiente por favor
fechas1/train/fechas1_006055.wav,el martes (2)
fechas1/train/fechas1_006056.wav,el próximo miércoles (3)
fechas1/train/fechas1_006057.wav,este martes (2)
fechas1/train/fechas1_006058.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_006059.wav,por favor el martes (2) que viene
fechas1/train/fechas1_006060.wav,el jueves (4)
fechas1/train/fechas1_006061.wav,este jueves (4)
fechas1/train/fechas1_006062.wav,mañana (+1)
fechas1/train/fechas1_006063.wav,el miércoles (3)
fechas1/train/fechas1_006064.wav,el miércoles (3) por favor
fechas1/train/fechas1_006065.wav,el jueves (4)
fechas1/train/fechas1_006066.wav,el próximo jueves (4)
fechas1/train/fechas1_006067.wav,en un par de días (+2)
fechas1/train/fechas1_006068.wav,en un par de días (+2) por favor
fechas1/train/fechas1_006069.wav,pasado mañana (+2)
fechas1/train/fechas1_006070.wav,el miércoles (3)
fechas1/train/fechas1_006071.wav,pasado mañana (+2)
fechas1/train/fechas1_006072.wav,el jueves (4) por favor
fechas1/train/fechas1_006073.wav,en un par de días (+2) gracias
fechas1/train/fechas1_006074.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_006075.wav,en tres días (+3)
fechas1/train/fechas1_006076.wav,en un par de días (+2) por favor
fechas1/train/fechas1_006077.wav,en tres días (+3)
fechas1/train/fechas1_006078.wav,el lunes (1) próximo
fechas1/train/fechas1_006079.wav,este martes (2) que viene
fechas1/train/fechas1_006080.wav,el próximo miércoles (3)
fechas1/train/fechas1_006081.wav,el siguiente jueves (4)
fechas1/train/fechas1_006082.wav,en tres días (+3)
fechas1/train/fechas1_006083.wav,en un par de días (+2)
fechas1/train/fechas1_006084.wav,el próximo lunes (1) gracias
fechas1/train/fechas1_006085.wav,este miércoles (3) siguiente
fechas1/train/fechas1_006086.wav,este jueves (4)
fechas1/train/fechas1_006087.wav,en tres días (+3) por favor
fechas1/train/fechas1_006088.wav,el lunes (1) gracias
fechas1/train/fechas1_006089.wav,el lunes (1) que viene gracias
fechas1/train/fechas1_006090.wav,el viernes (5)
fechas1/train/fechas1_006091.wav,en un par de días (+2)
fechas1/train/fechas1_006092.wav,el siguiente jueves (4)
fechas1/train/fechas1_006093.wav,el siguiente martes (2)
fechas1/train/fechas1_006094.wav,el miércoles (3) próximo
fechas1/train/fechas1_006095.wav,el próximo miércoles (3)
fechas1/train/fechas1_006096.wav,el viernes (5)
fechas1/train/fechas1_006097.wav,en un par de días (+2) por favor
fechas1/train/fechas1_006098.wav,el viernes (5)
fechas1/train/fechas1_006099.wav,el viernes (5) próximo
fechas1/train/fechas1_006100.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_006101.wav,en un par de días (+2)
fechas1/train/fechas1_006102.wav,en un par de días (+2) gracias
fechas1/train/fechas1_006103.wav,el viernes (5)
fechas1/train/fechas1_006104.wav,el próximo jueves (4)
fechas1/train/fechas1_006105.wav,por favor mañana (+1)
fechas1/train/fechas1_006106.wav,por favor el próximo martes (2)
fechas1/train/fechas1_006107.wav,en tres días (+3) gracias
fechas1/train/fechas1_006108.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_006109.wav,en un par de días (+2) gracias
fechas1/train/fechas1_006110.wav,por favor el jueves (4)
fechas1/train/fechas1_006111.wav,el jueves (4) por favor
fechas1/train/fechas1_006112.wav,el siguiente viernes (5) gracias
fechas1/train/fechas1_006113.wav,este martes (2)
fechas1/train/fechas1_006114.wav,el próximo jueves (4)
fechas1/train/fechas1_006115.wav,mañana (+1) gracias
fechas1/train/fechas1_006116.wav,por favor este lunes (1)
fechas1/train/fechas1_006117.wav,mañana (+1) gracias
fechas1/train/fechas1_006118.wav,este lunes (1)
fechas1/train/fechas1_006119.wav,en un par de días (+2)
fechas1/train/fechas1_006120.wav,el próximo miércoles (3)
fechas1/train/fechas1_006121.wav,el lunes (1)
fechas1/train/fechas1_006122.wav,el miércoles (3) siguiente
fechas1/train/fechas1_006123.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_006124.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_006125.wav,el miércoles (3) gracias
fechas1/train/fechas1_006126.wav,el martes (2) que viene
fechas1/train/fechas1_006127.wav,el próximo viernes (5)
fechas1/train/fechas1_006128.wav,el miércoles (3) próximo gracias
fechas1/train/fechas1_006129.wav,el siguiente jueves (4)
fechas1/train/fechas1_006130.wav,por favor este jueves (4) próximo
fechas1/train/fechas1_006131.wav,el jueves (4)
fechas1/train/fechas1_006132.wav,por favor el próximo viernes (5)
fechas1/train/fechas1_006133.wav,pasado mañana (+2)
fechas1/train/fechas1_006134.wav,en tres días (+3)
fechas1/train/fechas1_006135.wav,el siguiente viernes (5)
fechas1/train/fechas1_006136.wav,el próximo jueves (4)
fechas1/train/fechas1_006137.wav,el próximo jueves (4) por favor
fechas1/train/fechas1_006138.wav,el próximo lunes (1) por favor
fechas1/train/fechas1_006139.wav,el siguiente lunes (1)
fechas1/train/fechas1_006140.wav,por favor el lunes (1) próximo
fechas1/train/fechas1_006141.wav,este jueves (4) que viene
fechas1/train/fechas1_006142.wav,en tres días (+3)
fechas1/train/fechas1_006143.wav,el miércoles (3) por favor
fechas1/train/fechas1_006144.wav,este jueves (4)
fechas1/train/fechas1_006145.wav,este lunes (1) que viene
fechas1/train/fechas1_006146.wav,el martes (2) próximo
fechas1/train/fechas1_006147.wav,el jueves (4) que viene por favor
fechas1/train/fechas1_006148.wav,el viernes (5) siguiente
fechas1/train/fechas1_006149.wav,este jueves (4)
fechas1/train/fechas1_006150.wav,este viernes (5) gracias
fechas1/train/fechas1_006151.wav,por favor en tres días (+3)
fechas1/train/fechas1_006152.wav,este martes (2)
fechas1/train/fechas1_006153.wav,el próximo viernes (5)
fechas1/train/fechas1_006154.wav,este jueves (4)
fechas1/train/fechas1_006155.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_006156.wav,el siguiente martes (2)
fechas1/train/fechas1_006157.wav,este viernes (5) siguiente
fechas1/train/fechas1_006158.wav,el siguiente miércoles (3)
fechas1/train/fechas1_006159.wav,el viernes (5) siguiente
fechas1/train/fechas1_006160.wav,este miércoles (3) que viene gracias
fechas1/train/fechas1_006161.wav,el martes (2) próximo
fechas1/train/fechas1_006162.wav,el próximo jueves (4) gracias
fechas1/train/fechas1_006163.wav,el siguiente jueves (4)
fechas1/train/fechas1_006164.wav,en tres días (+3) gracias
fechas1/train/fechas1_006165.wav,en un par de días (+2)
fechas1/train/fechas1_006166.wav,el viernes (5)
fechas1/train/fechas1_006167.wav,el miércoles (3) próximo
fechas1/train/fechas1_006168.wav,mañana (+1) por favor
fechas1/train/fechas1_006169.wav,el siguiente lunes (1)
fechas1/train/fechas1_006170.wav,por favor el miércoles (3) que viene
fechas1/train/fechas1_006171.wav,este martes (2)
fechas1/train/fechas1_006172.wav,en un par de días (+2)
fechas1/train/fechas1_006173.wav,el jueves (4)
fechas1/train/fechas1_006174.wav,el martes (2) por favor
fechas1/train/fechas1_006175.wav,el martes (2)
fechas1/train/fechas1_006176.wav,el lunes (1) que viene por favor
fechas1/train/fechas1_006177.wav,pasado mañana (+2)
fechas1/train/fechas1_006178.wav,este viernes (5) próximo
fechas1/train/fechas1_006179.wav,pasado mañana (+2)
fechas1/train/fechas1_006180.wav,este viernes (5) próximo
fechas1/train/fechas1_006181.wav,en un par de días (+2)
fechas1/train/fechas1_006182.wav,el siguiente jueves (4)
fechas1/train/fechas1_006183.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_006184.wav,el lunes (1) que viene
fechas1/train/fechas1_006185.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_006186.wav,este jueves (4)
fechas1/train/fechas1_006187.wav,en tres días (+3)
fechas1/train/fechas1_006188.wav,en tres días (+3) gracias
fechas1/train/fechas1_006189.wav,el próximo martes (2)
fechas1/train/fechas1_006190.wav,el lunes (1) que viene
fechas1/train/fechas1_006191.wav,por favor el próximo miércoles (3)
fechas1/train/fechas1_006192.wav,el próximo jueves (4)
fechas1/train/fechas1_006193.wav,en tres días (+3)
fechas1/train/fechas1_006194.wav,este miércoles (3)
fechas1/train/fechas1_006195.wav,el siguiente jueves (4)
fechas1/train/fechas1_006196.wav,el martes (2) siguiente por favor
fechas1/train/fechas1_006197.wav,este lunes (1) siguiente
fechas1/train/fechas1_006198.wav,este martes (2)
fechas1/train/fechas1_006199.wav,por favor el siguiente miércoles (3)
fechas1/train/fechas1_006200.wav,en tres días (+3) gracias
fechas1/train/fechas1_006201.wav,en tres días (+3)
fechas1/train/fechas1_006202.wav,en un par de días (+2) por favor
fechas1/train/fechas1_006203.wav,este miércoles (3) próximo
fechas1/train/fechas1_006204.wav,este lunes (1)
fechas1/train/fechas1_006205.wav,el próximo martes (2) gracias
fechas1/train/fechas1_006206.wav,el próximo martes (2)
fechas1/train/fechas1_006207.wav,este viernes (5) siguiente por favor
fechas1/train/fechas1_006208.wav,el siguiente miércoles (3)
fechas1/train/fechas1_006209.wav,este lunes (1) próximo
fechas1/train/fechas1_006210.wav,en tres días (+3)
fechas1/train/fechas1_006211.wav,el lunes (1)
fechas1/train/fechas1_006212.wav,este jueves (4)
fechas1/train/fechas1_006213.wav,este jueves (4) siguiente
fechas1/train/fechas1_006214.wav,mañana (+1) por favor
fechas1/train/fechas1_006215.wav,este martes (2) que viene gracias
fechas1/train/fechas1_006216.wav,por favor este jueves (4) que viene
fechas1/train/fechas1_006217.wav,el miércoles (3) siguiente gracias
fechas1/train/fechas1_006218.wav,el jueves (4) por favor
fechas1/train/fechas1_006219.wav,este viernes (5) que viene
fechas1/train/fechas1_006220.wav,este martes (2) que viene
fechas1/train/fechas1_006221.wav,el siguiente miércoles (3)
fechas1/train/fechas1_006222.wav,en tres días (+3)
fechas1/train/fechas1_006223.wav,este miércoles (3) próximo
fechas1/train/fechas1_006224.wav,en tres días (+3)
fechas1/train/fechas1_006225.wav,el jueves (4)
fechas1/train/fechas1_006226.wav,el siguiente martes (2)
fechas1/train/fechas1_006227.wav,por favor en un par de días (+2)
fechas1/train/fechas1_006228.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_006229.wav,mañana (+1)
fechas1/train/fechas1_006230.wav,en tres días (+3)
fechas1/train/fechas1_006231.wav,mañana (+1)
fechas1/train/fechas1_006232.wav,este viernes (5)
fechas1/train/fechas1_006233.wav,este martes (2) siguiente gracias
fechas1/train/fechas1_006234.wav,este lunes (1)
fechas1/train/fechas1_006235.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_006236.wav,en tres días (+3)
fechas1/train/fechas1_006237.wav,este miércoles (3) próximo por favor
fechas1/train/fechas1_006238.wav,el miércoles (3)
fechas1/train/fechas1_006239.wav,este jueves (4) próximo
fechas1/train/fechas1_006240.wav,mañana (+1) gracias
fechas1/train/fechas1_006241.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_006242.wav,por favor mañana (+1)
fechas1/train/fechas1_006243.wav,el siguiente viernes (5)
fechas1/train/fechas1_006244.wav,mañana (+1)
fechas1/train/fechas1_006245.wav,el siguiente viernes (5)
fechas1/train/fechas1_006246.wav,el jueves (4) próximo
fechas1/train/fechas1_006247.wav,el lunes (1) que viene
fechas1/train/fechas1_006248.wav,el lunes (1) que viene
fechas1/train/fechas1_006249.wav,mañana (+1) gracias
fechas1/train/fechas1_006250.wav,este lunes (1)
fechas1/train/fechas1_006251.wav,el próximo viernes (5) por favor
